"question_id","question_text","question_link","vote_count","views","answers"
"70950390","Ignore required form fields if bootstrap 5 accordion is closed","https://stackoverflow.com/questions/70950390/ignore-required-form-fields-if-bootstrap-5-accordion-is-closed","0","11","1"
"70950389","IKEv2 VPN disconnects after 8 minutes on the Monterey macOS","https://stackoverflow.com/questions/70950389/ikev2-vpn-disconnects-after-8-minutes-on-the-monterey-macos","0","5","0"
"70950388","Matrix 0th row 0th column reading ""Dog"" instead of ""Target""","https://stackoverflow.com/questions/70950388/matrix-0th-row-0th-column-reading-dog-instead-of-target","0","16","1"
"70950387","Decorating classes returns function","https://stackoverflow.com/questions/70950387/decorating-classes-returns-function","0","12","0"
"70950384","How can submit a form to an api in laravel?","https://stackoverflow.com/questions/70950384/how-can-submit-a-form-to-an-api-in-laravel","0","6","0"
"70950383","""Error occurred while parsing your function triggers"" Firebase Functions HTTPS OnCall Node","https://stackoverflow.com/questions/70950383/error-occurred-while-parsing-your-function-triggers-firebase-functions-https","0","7","0"
"70950382","What is the location of custom user themes in xcode 125","https://stackoverflow.com/questions/70950382/what-is-the-location-of-custom-user-themes-in-xcode-12-5","0","4","0"
"70950316","Angular proxyconfigjson settings are not working when hosted on server","https://stackoverflow.com/questions/70950316/angular-proxy-config-json-settings-are-not-working-when-hosted-on-server","0","6","0"
"70950315","SQL Query optimisation  cast versus converting in ETL","https://stackoverflow.com/questions/70950315/sql-query-optimisation-cast-versus-converting-in-etl","0","6","0"
"70950312","asyncawait use in ios 12 with react native","https://stackoverflow.com/questions/70950312/async-await-use-in-ios-12-with-react-native","0","6","0"
"70950310","Linux Firefox browser audio not working but my system audio works properly","https://stackoverflow.com/questions/70950310/linux-firefox-browser-audio-not-working-but-my-system-audio-works-properly","0","6","1"
"70950309","Problem consuming Dapper on Oracle with IDBConnection abstraction","https://stackoverflow.com/questions/70950309/problem-consuming-dapper-on-oracle-with-idbconnection-abstraction","0","7","0"
"70950308","images going out of the main area","https://stackoverflow.com/questions/70950308/images-going-out-of-the-main-area","-1","16","0"
"70950306","node error when calling ""yarn start"" in an app created by createreactapp","https://stackoverflow.com/questions/70950306/node-error-when-calling-yarn-start-in-an-app-created-by-create-react-app","0","8","0"
"70950305","AttributeError 'Turtle' object has no attribute 'createmountain'","https://stackoverflow.com/questions/70950305/attributeerror-turtle-object-has-no-attribute-create-mountain","0","15","0"
"70950302","I'm using the maptree library to display my tree model and the tree is upside down Any ideas how I can get it to display correctly?","https://stackoverflow.com/questions/70950302/im-using-the-maptree-library-to-display-my-tree-model-and-the-tree-is-upside-do","0","6","0"
"70950301","How do I use Unity's SteamVR package to make one of the controllers rumble?","https://stackoverflow.com/questions/70950301/how-do-i-use-unitys-steamvr-package-to-make-one-of-the-controllers-rumble","0","3","0"
"70950300","How to add specific values from a table to a list","https://stackoverflow.com/questions/70950300/how-to-add-specific-values-from-a-table-to-a-list","0","13","1"
"70950298","How does it work when there is no argument in the function of sort? [duplicate]","https://stackoverflow.com/questions/70950298/how-does-it-work-when-there-is-no-argument-in-the-function-of-sort","-1","12","0"
"70950295","Admissible heuristic with wrap around","https://stackoverflow.com/questions/70950295/admissible-heuristic-with-wrap-around","0","7","0"
"70950289","Python passing one variable to two functions at the same time","https://stackoverflow.com/questions/70950289/python-passing-one-variable-to-two-functions-at-the-same-time","0","29","0"
"70950288","I need to find a function so that the time complexity is θfn and θgn","https://stackoverflow.com/questions/70950288/i-need-to-find-a-function-so-that-the-time-complexity-is-%ce%b8fn-and-%ce%b8gn","-2","10","0"
"70950349","Is there a better way to write my c++ code? [closed]","https://stackoverflow.com/questions/70950349/is-there-a-better-way-to-write-my-c-code","-1","32","0"
"70950347","What is the best way to iterate over an array in react?","https://stackoverflow.com/questions/70950347/what-is-the-best-way-to-iterate-over-an-array-in-react","0","32","0"
"70950346","How to use Sweetalert in mainjs Vue 3","https://stackoverflow.com/questions/70950346/how-to-use-sweetalert-in-main-js-vue-3","0","4","0"
"70950345","How to visualizeconnect vectors matrices and representations in Python and numpy arrays?","https://stackoverflow.com/questions/70950345/how-to-visualize-connect-vectors-matrices-and-representations-in-python-and-num","0","11","0"
"70950343","Changing fill color of SVG on scroll","https://stackoverflow.com/questions/70950343/changing-fill-color-of-svg-on-scroll","-1","18","1"
"70950342","How can I create a week group column in my Date Dimension based on this specific logic?","https://stackoverflow.com/questions/70950342/how-can-i-create-a-week-group-column-in-my-date-dimension-based-on-this-specific","0","14","0"
"70950337","how do I add a Maven dependency on another existing project in Eclipse","https://stackoverflow.com/questions/70950337/how-do-i-add-a-maven-dependency-on-another-existing-project-in-eclipse","0","6","0"
"70950331","How to set user type in a customuser model when a new user registers","https://stackoverflow.com/questions/70950331/how-to-set-user-type-in-a-customuser-model-when-a-new-user-registers","0","8","0"
"70950330","Need suggestions in determining an algorithm preferably in Python","https://stackoverflow.com/questions/70950330/need-suggestions-in-determining-an-algorithm-preferably-in-python","0","11","0"
"70950328","Support Vector Machine on different Datasets","https://stackoverflow.com/questions/70950328/support-vector-machine-on-different-datasets","0","4","0"
"70950325","Python  How to sort textfile by odd and even number at third element or fourth element and produce output textfiles of odd or even numbered entries","https://stackoverflow.com/questions/70950325/python-how-to-sort-textfile-by-odd-and-even-number-at-third-element-or-fourth","0","6","0"
"70950324","typescript  react Property 'imageUrl' does not exist on type 'IStarView[]'","https://stackoverflow.com/questions/70950324/typescript-react-property-imageurl-does-not-exist-on-type-istarview","0","5","0"
"70950323","How to use Drive Api and Sheets Api together in Javascript","https://stackoverflow.com/questions/70950323/how-to-use-drive-api-and-sheets-api-together-in-javascript","0","7","0"
"70950318","log binomial model PROC GENMOD translation to PROC NLMIXED fails","https://stackoverflow.com/questions/70950318/log-binomial-model-proc-genmod-translation-to-proc-nlmixed-fails","0","5","0"
"70950317","How to get multiple colors in a cell","https://stackoverflow.com/questions/70950317/how-to-get-multiple-colors-in-a-cell","0","3","0"
